outfit_id,product_name,brand,outfit_type,color,season,occasion,body_type,skin_tone,style_tag,price_inr,rating,num_reviews
524,Cream Printed Palazzo Suit,Global Desi,palazzo_set,Cream,autumn,formal,pear,neutral,western_casual,1800,4.7,776
525,Midnight Navy Printed Palazzo Suit,AND,palazzo_set,Midnight Navy,summer,formal,pear,cool,ethnic_formal,1000,4.5,2921
526,Slate Grey Straight Kurta with Palazzo,Libas,palazzo_set,Slate Grey,summer,formal,pear,cool,ethnic_formal,600,4.0,3487
527,Teal Printed Palazzo Suit,Mango,palazzo_set,Teal,all,formal,pear,cool,ethnic_formal,1200,4.3,880
528,Ink Blue Straight Kurta with Palazzo,Aurelia,palazzo_set,Ink Blue,all,formal,pear,cool,ethnic_formal,2100,4.5,1382
529,Midnight Navy Kurta Palazzo Set,Max Fashion,palazzo_set,Midnight Navy,summer,formal,pear,cool,ethnic_formal,500,3.9,907
530,Camel Printed Palazzo Suit,Global Desi,palazzo_set,Camel,spring,formal,apple,warm,western_casual,2000,3.6,812
531,Camel Straight Kurta with Palazzo,Only,palazzo_set,Camel,summer,formal,apple,warm,western_casual,1900,3.5,1401
532,Gold Kurta Palazzo Set,Biba,palazzo_set,Gold,all,formal,apple,warm,western_casual,700,4.0,1606
533,Pearl Straight Kurta with Palazzo,Ethnic Motif,palazzo_set,Pearl,summer,formal,apple,neutral,western_casual,1600,3.9,2356
534,Off-White Kurta Palazzo Set,Biba,palazzo_set,Off-White,spring,formal,apple,neutral,western_casual,1300,4.3,4071
535,Ivory Printed Palazzo Suit,Libas,palazzo_set,Ivory,summer,formal,apple,neutral,western_casual,1400,3.6,4966
536,Nude Kurta Palazzo Set,Libas,palazzo_set,Nude,spring,formal,apple,neutral,western_casual,900,3.7,2440
537,Black Kurta Palazzo Set,Max Fashion,palazzo_set,Black,all,formal,apple,neutral,western_casual,2100,4.1,4056
538,Ecru Kurta Palazzo Set,Aurelia,palazzo_set,Ecru,autumn,formal,apple,neutral,western_casual,1600,4.0,3089
539,Lavender Printed Palazzo Suit,Biba,palazzo_set,Lavender,spring,formal,apple,cool,ethnic_formal,1000,4.1,2207
540,Emerald Straight Kurta with Palazzo,Biba,palazzo_set,Emerald,autumn,formal,apple,cool,ethnic_formal,800,4.6,842
541,Cobalt Straight Kurta with Palazzo,Forever 21,palazzo_set,Cobalt,autumn,formal,apple,cool,ethnic_formal,2500,4.6,1913
542,Sage Green Printed Palazzo Suit,Roadster,palazzo_set,Sage Green,summer,formal,apple,cool,ethnic_formal,1400,4.9,3939
543,Dusty Rose Printed Palazzo Suit,Max Fashion,palazzo_set,Dusty Rose,spring,formal,apple,cool,ethnic_formal,700,4.1,334
544,Sage Green Straight Kurta with Palazzo,Puma,palazzo_set,Sage Green,summer,formal,apple,cool,ethnic_formal,1900,4.9,1257
545,Brick Red Kurta Palazzo Set,Global Desi,palazzo_set,Brick Red,all,formal,rectangle,warm,western_casual,2500,3.8,1628
546,Mustard Printed Palazzo Suit,W,palazzo_set,Mustard,summer,formal,rectangle,warm,western_casual,1900,4.1,1261
547,Saffron Printed Palazzo Suit,Zara,palazzo_set,Saffron,summer,formal,rectangle,warm,western_casual,2400,4.5,598
548,Dark Grey Printed Palazzo Suit,HRX,palazzo_set,Dark Grey,summer,formal,rectangle,neutral,western_casual,1200,4.7,4307
549,Nude Straight Kurta with Palazzo,Nike,palazzo_set,Nude,summer,formal,rectangle,neutral,western_casual,1700,4.2,3487
550,Black Kurta Palazzo Set,FabIndia,palazzo_set,Black,all,formal,rectangle,neutral,western_casual,1700,4.3,870
551,Dusty Rose Printed Palazzo Suit,HRX,palazzo_set,Dusty Rose,summer,formal,rectangle,cool,ethnic_formal,2300,4.0,3416
552,Slate Grey Straight Kurta with Palazzo,Only,palazzo_set,Slate Grey,all,formal,rectangle,cool,ethnic_formal,1700,4.4,356
553,Teal Printed Palazzo Suit,FabIndia,palazzo_set,Teal,autumn,formal,rectangle,cool,ethnic_formal,1800,4.4,3340
554,Powder Blue Formal Shirt & Straight Pants,Van Heusen Woman,shirt_trouser,Powder Blue,autumn,formal,rectangle,cool,corporate,1200,4.5,2250
555,Lavender Oxford Shirt + Trousers,Max Fashion,shirt_trouser,Lavender,all,formal,rectangle,cool,corporate,3300,3.9,4077
556,Ink Blue Shirt & Trouser Set,FabIndia,shirt_trouser,Ink Blue,all,formal,rectangle,cool,corporate,3300,4.9,3679
557,Off-White Formal Shirt & Straight Pants,Aurelia,shirt_trouser,Off-White,all,formal,rectangle,neutral,corporate,1500,3.8,1781
558,Khaki Formal Shirt & Straight Pants,Only,shirt_trouser,Khaki,all,formal,rectangle,neutral,corporate,3900,4.6,4271
559,Silver Shirt & Trouser Set,Max Fashion,shirt_trouser,Silver,winter,formal,rectangle,neutral,corporate,5000,4.1,4344
560,Stone Shirt & Trouser Set,AND,shirt_trouser,Stone,all,formal,rectangle,neutral,corporate,2400,4.7,2093
561,White Shirt & Trouser Set,H&M,shirt_trouser,White,all,formal,rectangle,neutral,corporate,2400,3.9,3852
562,Lilac Formal Shirt & Straight Pants,Libas,shirt_trouser,Lilac,all,formal,apple,cool,corporate,2800,4.0,4916
563,Midnight Navy Oxford Shirt + Trousers,Puma,shirt_trouser,Midnight Navy,winter,formal,apple,cool,corporate,3700,4.0,2168
564,Turquoise Oxford Shirt + Trousers,Libas,shirt_trouser,Turquoise,all,formal,apple,cool,corporate,4000,3.6,4737
565,Charcoal Shirt & Trouser Set,Aurelia,shirt_trouser,Charcoal,winter,formal,apple,cool,corporate,2600,4.4,2254
566,Lilac Formal Shirt & Straight Pants,Libas,shirt_trouser,Lilac,all,formal,apple,cool,corporate,900,4.2,1133
567,Lilac Formal Shirt & Straight Pants,Libas,shirt_trouser,Lilac,winter,formal,apple,cool,corporate,2600,3.9,2552
568,Dark Grey Oxford Shirt + Trousers,Vero Moda,shirt_trouser,Dark Grey,all,formal,apple,neutral,corporate,2900,3.8,2525
569,Ecru Formal Shirt & Straight Pants,Mango,shirt_trouser,Ecru,all,formal,apple,neutral,corporate,1600,3.5,3115
570,Champagne Formal Shirt & Straight Pants,Max Fashion,shirt_trouser,Champagne,all,formal,apple,neutral,corporate,3200,4.5,3996
571,Black Oxford Shirt + Trousers,Aurelia,shirt_trouser,Black,autumn,formal,apple,neutral,corporate,3500,4.7,2189
572,Ecru Shirt & Trouser Set,FabIndia,shirt_trouser,Ecru,autumn,formal,apple,neutral,corporate,2800,4.8,4965
573,Lilac Formal Shirt & Straight Pants,FabIndia,shirt_trouser,Lilac,autumn,formal,hourglass,cool,corporate,1000,4.4,2471
574,Slate Grey Oxford Shirt + Trousers,Mango,shirt_trouser,Slate Grey,all,formal,hourglass,cool,corporate,1100,4.3,4736
575,Ink Blue Oxford Shirt + Trousers,Ethnic Motif,shirt_trouser,Ink Blue,winter,formal,hourglass,cool,corporate,2600,4.5,3947
576,Lilac Formal Shirt & Straight Pants,Max Fashion,shirt_trouser,Lilac,autumn,formal,hourglass,cool,corporate,2200,4.7,4623
577,Teal Shirt & Trouser Set,Only,shirt_trouser,Teal,autumn,formal,hourglass,cool,corporate,1800,4.5,4629
578,Charcoal Formal Shirt & Straight Pants,Zara,shirt_trouser,Charcoal,winter,formal,hourglass,cool,corporate,1500,3.8,1879
579,Dark Grey Oxford Shirt + Trousers,Allen Solly Woman,shirt_trouser,Dark Grey,autumn,formal,hourglass,neutral,corporate,3200,4.1,1014
580,Nude Formal Shirt & Straight Pants,Puma,shirt_trouser,Nude,all,formal,hourglass,neutral,corporate,1400,4.2,1643
581,Champagne Formal Shirt & Straight Pants,Mango,shirt_trouser,Champagne,all,formal,hourglass,neutral,corporate,3200,4.1,1285
582,Ivory Oxford Shirt + Trousers,Forever 21,shirt_trouser,Ivory,winter,formal,hourglass,neutral,corporate,4500,3.7,1527
583,Silver Oxford Shirt + Trousers,Zara,shirt_trouser,Silver,all,formal,hourglass,neutral,corporate,2200,3.9,525
584,Midnight Navy Shirt & Trouser Set,Janasya,shirt_trouser,Midnight Navy,autumn,casual,rectangle,cool,western_casual,2200,4.3,1347
585,Midnight Navy Shirt & Trouser Set,Nike,shirt_trouser,Midnight Navy,all,casual,rectangle,cool,western_casual,4400,4.4,3354
586,Powder Blue Oxford Shirt + Trousers,Libas,shirt_trouser,Powder Blue,all,casual,rectangle,cool,western_casual,1100,4.2,3106
587,Light Grey Shirt & Trouser Set,Libas,shirt_trouser,Light Grey,all,casual,rectangle,neutral,minimal,800,4.4,2088
588,Cream Oxford Shirt + Trousers,FabIndia,shirt_trouser,Cream,autumn,casual,rectangle,neutral,minimal,1600,4.0,4872
589,Off-White Shirt & Trouser Set,Biba,shirt_trouser,Off-White,winter,casual,rectangle,neutral,minimal,3200,4.8,3784
590,Powder Blue Oxford Shirt + Trousers,Only,shirt_trouser,Powder Blue,winter,casual,apple,cool,western_casual,3700,4.6,1400
591,Charcoal Shirt & Trouser Set,Van Heusen Woman,shirt_trouser,Charcoal,all,casual,apple,cool,western_casual,2600,4.5,1124
592,Emerald Formal Shirt & Straight Pants,Roadster,shirt_trouser,Emerald,all,casual,apple,cool,western_casual,2200,3.7,356
593,Powder Blue Formal Shirt & Straight Pants,Nike,shirt_trouser,Powder Blue,autumn,casual,apple,cool,western_casual,1200,4.3,442
594,Lilac Formal Shirt & Straight Pants,Libas,shirt_trouser,Lilac,all,casual,apple,cool,western_casual,1200,4.5,3464
595,Dark Grey Formal Shirt & Straight Pants,Allen Solly Woman,shirt_trouser,Dark Grey,all,casual,apple,neutral,minimal,4700,4.5,1733
596,Pearl Oxford Shirt + Trousers,Forever 21,shirt_trouser,Pearl,all,casual,apple,neutral,minimal,1600,4.4,2261
597,Stone Formal Shirt & Straight Pants,FabIndia,shirt_trouser,Stone,all,casual,apple,neutral,minimal,4200,4.7,909
598,Champagne Shirt & Trouser Set,Max Fashion,shirt_trouser,Champagne,all,casual,apple,neutral,minimal,1700,4.6,4127
599,Cream Shirt & Trouser Set,Janasya,shirt_trouser,Cream,all,casual,apple,neutral,minimal,3000,4.7,1702
600,Light Grey Oxford Shirt + Trousers,Global Desi,shirt_trouser,Light Grey,all,casual,apple,neutral,minimal,1100,4.3,1751
601,Lavender Shirt & Trouser Set,Libas,shirt_trouser,Lavender,winter,casual,hourglass,cool,western_casual,1500,4.8,4753
602,Lilac Shirt & Trouser Set,W,shirt_trouser,Lilac,all,casual,hourglass,cool,western_casual,5000,3.6,879
603,Slate Grey Oxford Shirt + Trousers,Max Fashion,shirt_trouser,Slate Grey,winter,casual,hourglass,cool,western_casual,3000,4.1,867
604,Ink Blue Shirt & Trouser Set,Max Fashion,shirt_trouser,Ink Blue,winter,casual,hourglass,cool,western_casual,3800,4.6,2611
605,Powder Blue Shirt & Trouser Set,Janasya,shirt_trouser,Powder Blue,all,casual,hourglass,cool,western_casual,1200,3.5,1183
606,Lilac Oxford Shirt + Trousers,H&M,shirt_trouser,Lilac,winter,casual,hourglass,cool,western_casual,4400,4.8,2247
607,Light Grey Shirt & Trouser Set,Anita Dongre,shirt_trouser,Light Grey,autumn,casual,hourglass,neutral,minimal,4100,4.1,3789
608,Off-White Formal Shirt & Straight Pants,Only,shirt_trouser,Off-White,all,casual,hourglass,neutral,minimal,4300,4.4,1416
609,Black Formal Shirt & Straight Pants,Ethnic Motif,shirt_trouser,Black,winter,casual,hourglass,neutral,minimal,1300,4.9,1355
610,Peach Slip Maxi Dress,Puma,maxi_dress,Peach,all,casual,pear,warm,boho,3500,4.1,3160
611,Brick Red Floral Maxi Dress,Rangmanch,maxi_dress,Brick Red,spring,casual,pear,warm,boho,4300,4.7,1120
612,Tomato Red Floral Maxi Dress,Forever 21,maxi_dress,Tomato Red,autumn,casual,pear,warm,boho,2500,3.6,2193
613,Royal Blue Wrap Maxi,Rangmanch,maxi_dress,Royal Blue,all,casual,pear,cool,western_casual,4300,4.0,4335
614,Turquoise Floral Maxi Dress,Forever 21,maxi_dress,Turquoise,all,casual,pear,cool,western_casual,3400,4.5,3997
615,Lavender Wrap Maxi,HRX,maxi_dress,Lavender,autumn,casual,pear,cool,western_casual,4400,4.9,497
616,Royal Blue Slip Maxi Dress,Only,maxi_dress,Royal Blue,summer,casual,pear,cool,western_casual,4300,3.7,4077
617,Lavender Tiered Maxi Dress,Allen Solly Woman,maxi_dress,Lavender,summer,casual,pear,cool,western_casual,900,4.2,4559
618,Dark Grey Floral Maxi Dress,Vero Moda,maxi_dress,Dark Grey,summer,casual,pear,neutral,western_casual,2500,4.6,3720
619,Black Slip Maxi Dress,Zara,maxi_dress,Black,autumn,casual,pear,neutral,western_casual,1200,4.9,195
620,Black Slip Maxi Dress,Biba,maxi_dress,Black,autumn,casual,pear,neutral,western_casual,3000,4.3,794
621,Silver Tiered Maxi Dress,Roadster,maxi_dress,Silver,all,casual,pear,neutral,western_casual,3000,3.8,3787
622,Light Grey Floral Maxi Dress,Van Heusen Woman,maxi_dress,Light Grey,spring,casual,pear,neutral,western_casual,4200,4.1,4638
623,Silver Slip Maxi Dress,Indya,maxi_dress,Silver,all,casual,pear,neutral,western_casual,3400,4.0,3757
624,Rust Floral Maxi Dress,Zara,maxi_dress,Rust,summer,casual,hourglass,warm,boho,2200,4.7,2441
625,Olive Tiered Maxi Dress,Indya,maxi_dress,Olive,all,casual,hourglass,warm,boho,1100,3.6,1394
626,Tomato Red Slip Maxi Dress,Anita Dongre,maxi_dress,Tomato Red,summer,casual,hourglass,warm,boho,1700,4.4,1586
627,Ink Blue Wrap Maxi,Vero Moda,maxi_dress,Ink Blue,autumn,casual,hourglass,cool,western_casual,4100,4.6,2818
628,Cobalt Floral Maxi Dress,Aurelia,maxi_dress,Cobalt,autumn,casual,hourglass,cool,western_casual,4100,4.4,1059
629,Charcoal Slip Maxi Dress,Rangmanch,maxi_dress,Charcoal,autumn,casual,hourglass,cool,western_casual,3100,4.8,1152
630,White Floral Maxi Dress,HRX,maxi_dress,White,all,casual,hourglass,neutral,western_casual,2500,4.7,4006
631,Champagne Wrap Maxi,Ethnic Motif,maxi_dress,Champagne,summer,casual,hourglass,neutral,western_casual,4000,3.7,3223
632,Ecru Tiered Maxi Dress,Roadster,maxi_dress,Ecru,all,casual,hourglass,neutral,western_casual,4300,4.0,2083
633,Off-White Tiered Maxi Dress,Max Fashion,maxi_dress,Off-White,autumn,casual,hourglass,neutral,western_casual,2600,4.6,1181
634,Dark Grey Tiered Maxi Dress,Indya,maxi_dress,Dark Grey,all,casual,hourglass,neutral,western_casual,2900,4.7,4584
635,Ecru Wrap Maxi,AND,maxi_dress,Ecru,summer,casual,hourglass,neutral,western_casual,3300,4.5,2878
636,Warm Beige Tiered Maxi Dress,Indya,maxi_dress,Warm Beige,summer,casual,rectangle,warm,boho,1200,4.6,4656
637,Tomato Red Slip Maxi Dress,Rangmanch,maxi_dress,Tomato Red,all,casual,rectangle,warm,boho,3800,4.8,4423
638,Burnt Orange Floral Maxi Dress,Roadster,maxi_dress,Burnt Orange,autumn,casual,rectangle,warm,boho,1100,3.5,1240
639,Coral Wrap Maxi,Allen Solly Woman,maxi_dress,Coral,summer,casual,rectangle,warm,boho,3800,4.6,2397
640,Teal Tiered Maxi Dress,AND,maxi_dress,Teal,summer,casual,rectangle,cool,western_casual,3800,4.3,2988
641,Ink Blue Floral Maxi Dress,Nike,maxi_dress,Ink Blue,autumn,casual,rectangle,cool,western_casual,4300,4.4,4652
642,Ink Blue Slip Maxi Dress,Van Heusen Woman,maxi_dress,Ink Blue,summer,casual,rectangle,cool,western_casual,2800,4.6,2406
643,Turquoise Slip Maxi Dress,Mango,maxi_dress,Turquoise,summer,casual,rectangle,cool,western_casual,2400,4.8,2611
644,Sage Green Floral Maxi Dress,Ethnic Motif,maxi_dress,Sage Green,summer,casual,rectangle,cool,western_casual,1700,3.8,3679
645,Ecru Wrap Maxi,Janasya,maxi_dress,Ecru,spring,casual,rectangle,neutral,western_casual,3700,4.9,2459
646,Nude Floral Maxi Dress,Global Desi,maxi_dress,Nude,summer,casual,rectangle,neutral,western_casual,1400,4.5,1027
647,Dark Grey Slip Maxi Dress,Allen Solly Woman,maxi_dress,Dark Grey,summer,casual,rectangle,neutral,western_casual,3000,3.9,1368
648,Stone Floral Maxi Dress,Zara,maxi_dress,Stone,spring,casual,rectangle,neutral,western_casual,2600,4.5,1318
649,Mustard Floral Maxi Dress,Janasya,maxi_dress,Mustard,spring,party,pear,warm,glam,3300,4.4,2517
650,Tomato Red Tiered Maxi Dress,W,maxi_dress,Tomato Red,all,party,pear,warm,glam,3900,4.5,4354
651,Terracotta Floral Maxi Dress,Roadster,maxi_dress,Terracotta,summer,party,pear,warm,glam,1400,4.1,4449
652,Cobalt Wrap Maxi,AND,maxi_dress,Cobalt,spring,party,pear,cool,chic,3400,4.0,3005
653,Slate Grey Slip Maxi Dress,HRX,maxi_dress,Slate Grey,summer,party,pear,cool,chic,4100,4.6,122
654,Cobalt Slip Maxi Dress,Van Heusen Woman,maxi_dress,Cobalt,spring,party,pear,cool,chic,4400,4.4,2047
655,Royal Blue Slip Maxi Dress,Anita Dongre,maxi_dress,Royal Blue,spring,party,pear,cool,chic,2300,3.9,2366
656,Royal Blue Tiered Maxi Dress,Roadster,maxi_dress,Royal Blue,all,party,pear,cool,chic,4000,4.2,4037
657,Royal Blue Wrap Maxi,Zara,maxi_dress,Royal Blue,spring,party,pear,cool,chic,2800,3.6,836
658,Silver Floral Maxi Dress,Aurelia,maxi_dress,Silver,all,party,pear,neutral,western_casual,1000,3.8,1796
659,Khaki Floral Maxi Dress,AND,maxi_dress,Khaki,autumn,party,pear,neutral,western_casual,2900,4.7,3615
660,Ecru Wrap Maxi,Libas,maxi_dress,Ecru,summer,party,pear,neutral,western_casual,2600,4.5,360
661,Black Floral Maxi Dress,Global Desi,maxi_dress,Black,summer,party,pear,neutral,western_casual,4000,3.9,627
662,Burnt Orange Slip Maxi Dress,Vero Moda,maxi_dress,Burnt Orange,autumn,party,hourglass,warm,glam,3300,4.1,2641
663,Coral Floral Maxi Dress,HRX,maxi_dress,Coral,autumn,party,hourglass,warm,glam,700,4.4,568
664,Brick Red Floral Maxi Dress,Indya,maxi_dress,Brick Red,all,party,hourglass,warm,glam,4200,3.6,4169
665,Rust Tiered Maxi Dress,Nike,maxi_dress,Rust,spring,party,hourglass,warm,glam,1100,3.9,3635
666,Powder Blue Slip Maxi Dress,Global Desi,maxi_dress,Powder Blue,summer,party,hourglass,cool,chic,2900,3.8,3253
667,Charcoal Tiered Maxi Dress,Aurelia,maxi_dress,Charcoal,all,party,hourglass,cool,chic,1300,3.9,3106
668,Royal Blue Wrap Maxi,Anita Dongre,maxi_dress,Royal Blue,all,party,hourglass,cool,chic,900,3.5,4937
669,Powder Blue Floral Maxi Dress,Max Fashion,maxi_dress,Powder Blue,all,party,hourglass,cool,chic,1600,4.5,2866
670,Emerald Wrap Maxi,Global Desi,maxi_dress,Emerald,autumn,party,hourglass,cool,chic,1500,3.8,2120
671,Emerald Wrap Maxi,Rangmanch,maxi_dress,Emerald,summer,party,hourglass,cool,chic,4000,4.3,495
672,Ecru Floral Maxi Dress,Max Fashion,maxi_dress,Ecru,all,party,hourglass,neutral,western_casual,3500,3.6,854
673,Cream Slip Maxi Dress,Zara,maxi_dress,Cream,all,party,hourglass,neutral,western_casual,2200,3.7,1971
674,Black Floral Maxi Dress,AND,maxi_dress,Black,spring,party,hourglass,neutral,western_casual,2000,4.2,2739
675,Stone Wrap Maxi,Puma,maxi_dress,Stone,spring,party,hourglass,neutral,western_casual,3000,4.0,2641
676,Dark Grey Floral Maxi Dress,Zara,maxi_dress,Dark Grey,summer,party,hourglass,neutral,western_casual,1700,4.6,3622
677,Off-White Wrap Maxi,Rangmanch,maxi_dress,Off-White,spring,party,hourglass,neutral,western_casual,3700,4.0,3981
678,Tomato Red Tiered Maxi Dress,Only,maxi_dress,Tomato Red,spring,party,rectangle,warm,glam,3000,3.7,721
679,Saffron Wrap Maxi,HRX,maxi_dress,Saffron,spring,party,rectangle,warm,glam,1500,3.9,676
680,Warm Beige Floral Maxi Dress,Roadster,maxi_dress,Warm Beige,summer,party,rectangle,warm,glam,3300,3.5,4816
681,Gold Wrap Maxi,Biba,maxi_dress,Gold,autumn,party,rectangle,warm,glam,3000,3.9,4471
682,Tomato Red Tiered Maxi Dress,Mango,maxi_dress,Tomato Red,summer,party,rectangle,warm,glam,1600,4.7,4880
683,Warm Beige Wrap Maxi,Vero Moda,maxi_dress,Warm Beige,spring,party,rectangle,warm,glam,2800,4.2,3300
684,Sage Green Wrap Maxi,Nike,maxi_dress,Sage Green,summer,party,rectangle,cool,chic,3500,3.7,4261
685,Teal Wrap Maxi,Global Desi,maxi_dress,Teal,autumn,party,rectangle,cool,chic,3000,4.8,1247
686,Turquoise Tiered Maxi Dress,Biba,maxi_dress,Turquoise,autumn,party,rectangle,cool,chic,1600,4.6,1948
687,Cobalt Tiered Maxi Dress,Van Heusen Woman,maxi_dress,Cobalt,spring,party,rectangle,cool,chic,900,4.4,4292
688,Charcoal Slip Maxi Dress,Only,maxi_dress,Charcoal,spring,party,rectangle,cool,chic,4500,4.1,430
689,Ecru Floral Maxi Dress,Indya,maxi_dress,Ecru,spring,party,rectangle,neutral,western_casual,2800,4.4,2290
690,Khaki Wrap Maxi,Mango,maxi_dress,Khaki,spring,party,rectangle,neutral,western_casual,3400,4.0,4864
691,Ecru Tiered Maxi Dress,Mango,maxi_dress,Ecru,summer,party,rectangle,neutral,western_casual,4400,3.8,3374
